,gene,subject,PID,alnLength,mismatchCount,gapOpenCount,queryStart,queryEnd,subjectStart,subjectEnd,eVal,bitScore,gene_length,COV,BBH
17,HW372_00080,ECD_03570,100.0,137,0,0,1,137,1,137,1.63e-99,278.0,137,1.0,<=>
18,HW372_00085,ECD_03569,99.296,142,1,0,1,142,1,142,3.72e-104,290.0,142,1.0,<=>
19,HW372_00090,ECD_03568,97.83,553,12,0,1,553,1,553,0.0,1077.0,553,1.0,<=>
20,HW372_00095,ECD_03564,97.917,288,6,0,1,288,1,288,0.0,592.0,288,1.0,<=>
21,HW372_00100,ECD_03563,98.424,571,9,0,1,571,1,571,0.0,1134.0,571,1.0,<=>
22,HW372_00105,ECD_03562,98.793,497,6,0,1,497,1,497,0.0,1036.0,497,1.0,<=>
23,HW372_00110,ECD_03560,99.13,115,1,0,1,115,1,115,3.15e-79,225.0,115,1.0,<=>
24,HW372_00115,ECD_03559,100.0,120,0,0,1,120,1,120,3.16e-86,243.0,120,1.0,<=>
25,HW372_00120,ECD_03558,97.576,165,4,0,1,165,1,165,2.16e-123,341.0,165,1.0,<=>
26,HW372_00125,ECD_03557,99.492,394,2,0,1,394,1,394,0.0,773.0,394,1.0,<=>
27,HW372_00130,ECD_03556,96.875,32,1,0,1,32,1,32,2.05e-15,58.5,32,1.0,<=>
28,HW372_00135,ECD_03555,99.644,562,2,0,1,562,1,562,0.0,1153.0,562,1.0,<=>
29,HW372_00140,ECD_03554,100.0,96,0,0,1,96,1,96,1.1499999999999999e-69,199.0,96,1.0,<=>
30,HW372_00150,ECD_03553,100.0,196,0,0,1,196,1,196,2.3900000000000001e-144,396.0,196,1.0,<=>
31,HW372_00155,ECD_03552,98.8,500,6,0,1,500,1,500,0.0,978.0,500,1.0,<=>
32,HW372_00165,ECD_03550,100.0,463,0,0,1,463,1,463,0.0,933.0,463,1.0,<=>
33,HW372_00170,ECD_03549,98.81,588,7,0,1,588,1,588,0.0,1198.0,588,1.0,<=>
34,HW372_00175,ECD_03548,99.324,444,3,0,1,444,1,444,0.0,872.0,444,1.0,<=>
35,HW372_00180,ECD_03547,99.333,150,1,0,1,150,1,150,6.41e-110,306.0,150,1.0,<=>
36,HW372_00185,ECD_03546,97.727,396,9,0,1,396,56,451,0.0,766.0,396,1.0,<=>
37,HW372_00190,ECD_03545,89.691,97,10,0,1,97,1,97,2.17e-62,181.0,97,1.0,<=>
38,HW372_00195,ECD_03544,98.162,272,5,0,1,272,1,272,0.0,545.0,272,1.0,<=>
39,HW372_00200,ECD_03543,99.349,307,2,0,1,307,1,307,0.0,602.0,307,1.0,<=>
40,HW372_00230,ECD_03537,52.174,115,54,1,9,123,5,118,8.219999999999999e-40,127.0,141,0.8156028368794326,
41,HW372_00240,ECD_03495,54.918,122,55,0,36,157,101,222,9.85e-49,154.0,157,0.7770700636942676,
42,HW372_00305,ECD_03516,95.897,390,16,0,1,390,1,390,0.0,783.0,403,0.967741935483871,<=>
43,HW372_00315,ECD_03515,99.13,460,4,0,1,460,1,460,0.0,932.0,460,1.0,<=>
44,HW372_00320,ECD_03514,98.575,772,11,0,1,772,1,772,0.0,1597.0,772,1.0,<=>
45,HW372_00330,ECD_00690,31.724,145,98,1,1,144,21,165,7.14e-24,93.6,156,0.9294871794871795,
46,HW372_00335,ECD_03835,50.495,101,50,0,3,103,4,104,1.68e-29,99.4,104,0.9711538461538461,
47,HW372_00340,ECD_02096,43.293,328,181,4,14,337,228,554,1.35e-84,264.0,363,0.9035812672176309,
48,HW372_00345,ECD_03004,37.5,232,140,3,6,235,7,235,7.73e-44,147.0,283,0.8197879858657244,
49,HW372_00350,ECD_03004,34.737,285,182,3,2,284,3,285,1.31e-54,176.0,286,0.9965034965034965,
50,HW372_00355,ECD_00343,41.554,296,171,1,4,297,3,298,2.09e-83,251.0,310,0.9548387096774194,
51,HW372_00365,ECD_03513,98.594,569,8,0,1,569,1,569,0.0,1137.0,569,1.0,<=>
52,HW372_00370,ECD_03512,100.0,463,0,0,1,463,1,463,0.0,915.0,463,1.0,<=>
53,HW372_00375,ECD_03511,98.753,401,5,0,1,401,1,401,0.0,784.0,401,1.0,<=>
54,HW372_00380,ECD_03509,99.278,693,5,0,1,693,1,693,0.0,1405.0,693,1.0,<=>
55,HW372_00385,ECD_03508,99.563,229,1,0,1,229,1,229,1.44e-174,476.0,229,1.0,<=>
56,HW372_00390,ECD_03507,99.715,702,2,0,1,702,1,702,0.0,1457.0,702,1.0,<=>
57,HW372_00395,ECD_03506,100.0,91,0,0,1,91,1,91,2.56e-60,176.0,91,1.0,<=>
58,HW372_00400,ECD_03505,100.0,207,0,0,1,207,1,207,2.19e-156,428.0,207,1.0,<=>
59,HW372_00410,ECD_03503,100.0,205,0,0,1,205,1,205,6.24e-146,401.0,205,1.0,<=>
60,HW372_00415,ECD_03502,99.27,274,2,0,1,274,1,274,0.0,565.0,274,1.0,<=>
61,HW372_00420,ECD_03501,98.606,287,4,0,1,287,1,287,0.0,571.0,287,1.0,<=>
62,HW372_00425,ECD_03500,99.58,238,1,0,1,238,1,238,2.28e-177,483.0,238,1.0,<=>
63,HW372_00430,ECD_03499,100.0,213,0,0,1,213,1,213,7.28e-159,434.0,213,1.0,<=>
64,HW372_00435,ECD_03498,99.495,198,1,0,1,198,1,198,1.5400000000000002e-144,397.0,198,1.0,<=>
65,HW372_00440,ECD_03497,100.0,151,0,0,2,152,1,151,9.05e-111,308.0,152,0.993421052631579,<=>
66,HW372_00445,ECD_03496,100.0,406,0,0,1,406,1,406,0.0,829.0,406,1.0,<=>
67,HW372_00450,ECD_03495,99.55,222,1,0,1,222,1,222,1.79e-166,454.0,222,1.0,<=>
68,HW372_00455,ECD_03494,100.0,78,0,0,1,78,1,78,2.88e-55,162.0,78,1.0,<=>
69,HW372_00460,ECD_03493,100.0,55,0,0,1,55,1,55,9.260000000000001e-36,111.0,55,1.0,<=>
70,HW372_00465,ECD_03492,99.257,269,2,0,1,269,1,269,0.0,550.0,269,1.0,<=>
71,HW372_00470,ECD_03491,99.371,159,1,0,1,159,1,159,4.02e-118,327.0,159,1.0,<=>
72,HW372_00475,ECD_03490,99.765,425,1,0,1,425,1,425,0.0,863.0,425,1.0,<=>
73,HW372_00480,ECD_03489,98.864,352,4,0,1,352,1,352,0.0,723.0,352,1.0,<=>
74,HW372_00485,ECD_03488,99.465,374,2,0,1,374,1,374,0.0,779.0,374,1.0,<=>
75,HW372_00490,ECD_03487,99.623,265,1,0,1,265,1,265,0.0,546.0,265,1.0,<=>
76,HW372_00495,ECD_03486,97.337,338,9,0,1,338,1,338,0.0,692.0,338,1.0,<=>
77,HW372_00500,ECD_03481,43.73,311,173,2,23,331,24,334,1.58e-90,271.0,331,0.9395770392749244,
78,HW372_00505,ECD_03482,98.352,182,3,0,49,230,1,182,1.3600000000000002e-132,368.0,230,0.7913043478260869,<=>
79,HW372_00510,ECD_03481,98.24,341,6,0,1,341,1,341,0.0,695.0,342,0.9970760233918129,<=>
80,HW372_00515,ECD_03480,96.942,327,10,0,1,327,1,327,0.0,659.0,327,1.0,<=>
81,HW372_00520,ECD_03479,96.403,417,15,0,1,417,1,417,0.0,820.0,417,1.0,<=>
82,HW372_00525,ECD_03478,98.16,326,6,0,1,326,1,326,0.0,659.0,326,1.0,<=>
83,HW372_00530,ECD_03477,99.424,347,2,0,1,347,1,347,0.0,717.0,348,0.9971264367816092,<=>
84,HW372_00535,ECD_03476,99.677,310,1,0,1,310,1,310,0.0,640.0,310,1.0,<=>
85,HW372_00540,ECD_03475,99.497,398,2,0,1,398,1,398,0.0,813.0,398,1.0,<=>
86,HW372_00545,ECD_03474,99.707,341,1,0,1,341,1,341,0.0,701.0,341,1.0,<=>
87,HW372_00550,ECD_03473,98.837,344,4,0,1,344,1,344,0.0,714.0,344,1.0,<=>
88,HW372_00555,ECD_03472,98.119,319,6,0,1,319,1,319,0.0,650.0,319,1.0,<=>
89,HW372_00560,ECD_03471,99.523,419,2,0,9,427,1,419,0.0,831.0,427,0.9812646370023419,<=>
90,HW372_00565,ECD_03470,99.805,514,1,0,1,514,1,514,0.0,1057.0,514,1.0,<=>
91,HW372_00570,ECD_03469,100.0,143,0,0,1,143,1,143,5.159999999999999e-104,290.0,143,1.0,<=>
92,HW372_00575,ECD_03468,100.0,83,0,0,1,83,1,83,3.95e-60,174.0,83,1.0,<=>
93,HW372_00580,ECD_03467,100.0,155,0,0,1,155,1,155,1.3900000000000002e-117,325.0,155,1.0,<=>
94,HW372_00585,ECD_03466,100.0,339,0,0,1,339,1,339,0.0,694.0,339,1.0,<=>
95,HW372_00590,ECD_03465,100.0,273,0,0,1,273,1,273,0.0,564.0,273,1.0,<=>
96,HW372_00595,ECD_03464,98.726,157,2,0,1,157,1,157,3.42e-117,325.0,157,1.0,<=>
97,HW372_00600,ECD_03463,99.747,396,1,0,1,396,1,396,0.0,805.0,396,1.0,<=>
98,HW372_00605,ECD_03462,98.837,258,3,0,1,258,1,258,0.0,527.0,258,1.0,<=>
99,HW372_00610,ECD_03461,100.0,551,0,0,1,551,1,551,0.0,1089.0,551,1.0,<=>
100,HW372_00615,ECD_03460,76.475,1237,230,8,600,1778,383,1616,0.0,1744.0,1778,0.6957255343082115,<=>
101,HW372_00615,ECD_03460,54.46,1065,324,20,1,920,1,1049,0.0,862.0,1778,0.5989876265466817,<=>
102,HW372_00620,ECD_03459,65.198,227,79,0,1,227,1,227,9.29e-108,306.0,227,1.0,<=>
103,HW372_00625,ECD_03458,99.167,120,1,0,1,120,1,120,4.82e-84,238.0,120,1.0,<=>
104,HW372_00630,ECD_03457,98.507,67,1,0,1,67,1,67,2.07e-44,134.0,69,0.9710144927536232,<=>
105,HW372_00635,ECD_03456,100.0,195,0,0,1,195,1,195,7.71e-145,397.0,195,1.0,<=>
106,HW372_00640,ECD_03455,100.0,382,0,0,1,382,1,382,0.0,777.0,382,1.0,<=>
107,HW372_00645,ECD_03454,99.058,637,6,0,1,637,1,637,0.0,1280.0,637,1.0,<=>
108,HW372_00650,ECD_03453,96.667,120,4,0,1,120,1,120,2.05e-84,239.0,120,1.0,<=>
109,HW372_00655,ECD_03452,99.735,378,1,0,1,378,1,378,0.0,767.0,378,1.0,<=>
110,HW372_00660,ECD_03447,100.0,202,0,0,1,202,1,202,2.63e-150,412.0,202,1.0,<=>
111,HW372_00665,ECD_03446,99.136,463,4,0,1,463,1,463,0.0,929.0,463,1.0,<=>
112,HW372_00670,ECD_03445,99.349,614,4,0,1,614,1,614,0.0,1244.0,614,1.0,<=>
113,HW372_00675,ECD_03444,98.172,383,7,0,1,383,1,383,0.0,769.0,383,1.0,<=>
114,HW372_00685,ECD_03443,99.219,512,4,0,1,512,1,512,0.0,1058.0,512,1.0,<=>
115,HW372_00690,ECD_03435,95.671,231,10,0,1,231,1,231,9.03e-171,466.0,231,1.0,<=>
116,HW372_00695,ECD_03434,97.902,286,6,0,1,286,1,286,0.0,582.0,286,1.0,<=>
117,HW372_00700,ECD_03433,98.182,220,4,0,1,220,1,220,5.85e-159,435.0,220,1.0,<=>
118,HW372_00705,ECD_03432,96.988,498,15,0,1,498,1,498,0.0,1003.0,498,1.0,<=>
119,HW372_00710,ECD_03431,95.732,328,14,0,1,328,1,328,0.0,654.0,328,1.0,<=>
120,HW372_00715,ECD_03430,84.941,425,64,0,1,425,1,425,0.0,663.0,425,1.0,<=>
121,HW372_00720,ECD_03429,73.248,157,40,1,1,155,1,157,1.94e-80,232.0,155,1.0129032258064516,<=>
122,HW372_00730,ECD_03428,92.208,154,12,0,1,154,1,154,2.57e-105,294.0,154,1.0,<=>
123,HW372_00735,ECD_03427,99.398,332,2,0,1,332,1,332,0.0,684.0,332,1.0,<=>
124,HW372_00740,ECD_03426,99.291,282,2,0,1,282,1,282,0.0,581.0,282,1.0,<=>
125,HW372_00745,ECD_03425,97.452,157,4,0,1,157,1,157,9e-112,311.0,157,1.0,<=>
126,HW372_00750,ECD_03424,99.76,417,1,0,1,417,1,417,0.0,858.0,417,1.0,<=>
127,HW372_00755,ECD_03423,97.041,676,20,0,1,676,1,676,0.0,1370.0,676,1.0,<=>
128,HW372_00760,ECD_03422,100.0,274,0,0,1,274,1,274,0.0,569.0,274,1.0,<=>
129,HW372_00765,ECD_03421,100.0,392,0,0,1,392,1,392,0.0,815.0,392,1.0,<=>
130,HW372_00770,ECD_03420,99.491,393,2,0,1,393,1,393,0.0,756.0,393,1.0,<=>
131,HW372_00775,ECD_03635,45.312,512,268,4,1,511,1,501,4.84e-156,451.0,513,0.9980506822612085,
132,HW372_00785,ECD_03417,100.0,440,0,0,1,440,1,440,0.0,922.0,440,1.0,<=>
133,HW372_00790,ECD_03416,98.14,484,9,0,1,484,1,484,0.0,972.0,484,1.0,<=>
134,HW372_00795,ECD_03415,97.345,113,3,0,1,113,1,113,2.37e-78,223.0,113,1.0,<=>
135,HW372_00800,ECD_03414,97.241,145,4,0,1,145,1,145,1.2200000000000001e-103,289.0,145,1.0,<=>
136,HW372_00805,ECD_03413,97.281,331,9,0,1,331,1,331,0.0,654.0,331,1.0,<=>
137,HW372_00810,ECD_03412,96.97,99,3,0,1,99,1,99,1.21e-71,205.0,99,1.0,<=>
138,HW372_00815,ECD_03411,100.0,303,0,0,1,303,1,303,0.0,634.0,303,1.0,<=>
139,HW372_00820,ECD_03410,99.565,689,3,0,1,689,1,689,0.0,1399.0,689,1.0,<=>
140,HW372_00825,ECD_03407,100.0,50,0,0,1,50,1,50,2.06e-32,102.0,50,1.0,<=>
141,HW372_00830,ECD_03406,100.0,70,0,0,1,70,1,70,1.25e-47,142.0,70,1.0,<=>
142,HW372_00835,ECD_03405,100.0,96,0,0,1,96,1,96,1.3499999999999999e-68,197.0,96,1.0,<=>
143,HW372_00840,ECD_03404,100.0,236,0,0,1,236,1,236,1.25e-176,481.0,236,1.0,<=>
144,HW372_00845,ECD_03403,99.691,324,1,0,1,324,1,324,0.0,669.0,324,1.0,<=>
145,HW372_00850,ECD_03402,99.543,219,1,0,1,219,1,219,2.1400000000000002e-157,431.0,219,1.0,<=>
146,HW372_00855,ECD_03401,97.683,777,18,0,1,777,1,777,0.0,1586.0,777,1.0,<=>
147,HW372_00860,ECD_03400,95.205,146,7,0,1,146,1,146,2.18e-105,294.0,146,1.0,<=>
148,HW372_00865,ECD_03399,98.93,187,2,0,1,187,1,187,1.32e-143,394.0,187,1.0,<=>
149,HW372_00870,ECD_03398,99.569,232,1,0,1,232,1,232,1.9399999999999999e-174,476.0,232,1.0,<=>
150,HW372_00875,ECD_03397,98.01,402,8,0,1,402,1,402,0.0,785.0,402,1.0,<=>
151,HW372_00880,ECD_03396,99.645,563,2,0,1,563,1,563,0.0,1175.0,563,1.0,<=>
152,HW372_00890,ECD_03395,99.813,535,1,0,1,535,1,535,0.0,1115.0,535,1.0,<=>
153,HW372_00900,ECD_03394,100.0,339,0,0,1,339,1,339,0.0,674.0,339,1.0,<=>
154,HW372_00905,ECD_03393,100.0,300,0,0,1,300,1,300,0.0,595.0,300,1.0,<=>
155,HW372_00910,ECD_03392,99.388,327,2,0,1,327,1,327,0.0,668.0,327,1.0,<=>
156,HW372_00915,ECD_03391,98.802,334,4,0,1,334,1,334,0.0,680.0,334,1.0,<=>
157,HW372_00920,ECD_03390,97.872,423,9,0,1,423,1,423,0.0,830.0,423,1.0,<=>
158,HW372_00925,ECD_03389,97.143,35,1,0,1,35,1,35,2.39e-20,70.9,35,1.0,
159,HW372_00930,ECD_03389,100.0,35,0,0,1,35,1,35,7.88e-21,72.4,35,1.0,<=>
160,HW372_00935,ECD_03386,98.927,559,6,0,1,559,1,559,0.0,1140.0,559,1.0,<=>
161,HW372_00940,ECD_03385,100.0,63,0,0,1,63,1,63,1.24e-41,126.0,63,1.0,<=>
162,HW372_00945,ECD_03384,98.47,523,8,0,1,523,1,523,0.0,1061.0,523,1.0,<=>
163,HW372_00950,ECD_03383,98.387,62,1,0,1,62,1,62,5.87e-41,124.0,62,1.0,<=>
164,HW372_00960,ECD_03381,99.656,872,3,0,1,872,1,872,0.0,1799.0,872,1.0,<=>
165,HW372_00965,ECD_03380,99.101,779,7,0,1,779,1,779,0.0,1584.0,779,1.0,<=>
166,HW372_00970,ECD_03379,99.185,368,3,0,1,368,1,368,0.0,756.0,368,1.0,<=>
167,HW372_00975,ECD_03378,98.617,1157,16,0,1,1157,1,1157,0.0,2330.0,1157,1.0,<=>
168,HW372_00980,ECD_03377,99.23,649,5,0,14,662,1,649,0.0,1310.0,662,0.9803625377643505,<=>
169,HW372_00985,ECD_03376,99.766,428,1,0,1,428,1,428,0.0,846.0,428,1.0,<=>
170,HW372_00990,ECD_03375,99.398,498,3,0,1,498,1,498,0.0,1011.0,498,1.0,<=>
171,HW372_00995,ECD_03374,98.706,309,4,0,1,309,1,309,0.0,631.0,309,1.0,<=>
172,HW372_01000,ECD_03373,99.608,255,1,0,1,255,1,255,0.0,525.0,255,1.0,<=>
173,HW372_01005,ECD_03372,99.417,686,4,0,1,686,1,686,0.0,1381.0,686,1.0,<=>
174,HW372_01010,ECD_03371,99.545,440,2,0,1,440,1,440,0.0,862.0,440,1.0,<=>
175,HW372_01015,ECD_03370,99.11,337,3,0,1,337,1,337,0.0,683.0,337,1.0,<=>
176,HW372_01020,ECD_03369,98.452,323,5,0,1,323,1,323,0.0,654.0,323,1.0,<=>
177,HW372_01025,ECD_03368,99.5,200,1,0,1,200,1,200,2.28e-151,414.0,200,1.0,<=>
178,HW372_01030,ECD_03367,99.636,549,2,0,1,549,1,549,0.0,1129.0,549,1.0,<=>
179,HW372_01035,ECD_03366,99.355,465,3,0,1,465,1,465,0.0,966.0,465,1.0,<=>
180,HW372_01040,ECD_03365,100.0,466,0,0,1,466,1,466,0.0,973.0,466,1.0,<=>
181,HW372_01045,ECD_03364,93.066,274,19,0,1,274,1,274,0.0,526.0,274,1.0,<=>
182,HW372_01050,ECD_03363,94.628,242,13,0,1,242,1,242,5.22e-173,473.0,242,1.0,<=>
183,HW372_01055,ECD_03362,99.518,1037,5,0,1,1037,1,1037,0.0,2097.0,1037,1.0,<=>
184,HW372_01060,ECD_03361,99.74,385,1,0,1,385,1,385,0.0,776.0,385,1.0,<=>
185,HW372_01070,ECD_03360,100.0,175,0,0,1,175,1,175,6.37e-128,353.0,175,1.0,<=>
186,HW372_01075,ECD_03359,99.474,190,1,0,1,190,1,190,1.8300000000000003e-133,369.0,190,1.0,<=>
187,HW372_01080,ECD_03358,98.182,110,2,0,1,110,1,110,1.27e-75,216.0,110,1.0,<=>
188,HW372_01085,ECD_03357,100.0,108,0,0,1,108,1,108,1.2500000000000001e-79,226.0,108,1.0,<=>
189,HW372_01090,ECD_03356,99.07,215,2,0,1,215,1,215,2.32e-155,426.0,215,1.0,<=>
190,HW372_01095,ECD_00150,38.34,253,144,3,5,251,15,261,7.47e-55,174.0,256,0.98828125,
191,HW372_01115,ECD_03752,24.031,387,267,7,60,424,55,436,1.5e-28,114.0,445,0.8696629213483146,
192,HW372_01120,ECD_00157,30.455,220,142,6,32,247,3,215,4.4499999999999995e-23,93.2,304,0.7236842105263158,
193,HW372_01125,ECD_02084,24.964,685,400,26,9,633,8,638,2.2300000000000003e-27,114.0,660,1.0378787878787878,
194,HW372_01135,ECD_03355,98.295,176,3,0,1,176,1,176,2.4e-127,352.0,176,1.0,<=>
195,HW372_01140,ECD_03354,100.0,188,0,0,1,188,1,188,7.28e-141,387.0,188,1.0,<=>
196,HW372_01150,ECD_03352,95.745,141,6,0,1,141,1,141,5.35e-99,277.0,141,1.0,<=>
197,HW372_01160,ECD_03349,99.333,450,3,0,1,450,1,450,0.0,926.0,450,1.0,<=>
198,HW372_01165,ECD_03348,100.0,280,0,0,1,280,1,280,0.0,576.0,280,1.0,<=>
199,HW372_01170,ECD_03347,99.412,680,4,0,1,680,1,680,0.0,1403.0,680,1.0,<=>
200,HW372_01175,ECD_03346,99.2,250,2,0,1,250,1,250,0.0,499.0,250,1.0,<=>
201,HW372_01180,ECD_03345,99.591,489,2,0,1,489,1,489,0.0,977.0,489,1.0,<=>
202,HW372_01185,ECD_03344,100.0,144,0,0,1,144,1,144,6.31e-106,295.0,144,1.0,<=>
203,HW372_01190,ECD_03343,100.0,111,0,0,1,111,1,111,1.02e-80,229.0,111,1.0,<=>
204,HW372_01195,ECD_03342,100.0,499,0,0,1,499,1,499,0.0,1007.0,499,1.0,<=>
205,HW372_01200,ECD_03341,98.232,396,7,0,1,396,1,396,0.0,806.0,397,0.9974811083123426,<=>
206,HW372_01205,ECD_03340,90.286,350,34,0,1,350,1,350,0.0,640.0,350,1.0,<=>
207,HW372_01210,ECD_03337,99.437,355,2,0,1,355,1,355,0.0,698.0,355,1.0,<=>
208,HW372_01215,ECD_03336,99.451,911,5,0,1,911,1,911,0.0,1854.0,911,1.0,<=>
209,HW372_01225,ECD_03004,35.915,284,179,2,1,281,1,284,5.13e-53,171.0,283,1.0035335689045937,
210,HW372_01230,ECD_02315,32.53,83,56,0,1,83,1,83,1e-13,57.8,89,0.9325842696629213,
211,HW372_01235,ECD_02654,25.974,462,282,16,8,443,7,434,6.75e-26,107.0,502,0.9203187250996016,
212,HW372_01240,ECD_02018,40.319,439,257,3,10,448,4,437,4.21e-114,340.0,452,0.9712389380530974,
213,HW372_01245,ECD_02019,35.484,93,59,1,1,92,1,93,8.45e-17,66.2,93,1.0,
214,HW372_01250,ECD_02020,24.59,122,91,1,22,143,17,137,1.04e-07,45.8,157,0.7770700636942676,
215,HW372_01255,ECD_00689,31.0,200,136,2,11,210,5,202,7.6399999999999995e-25,95.9,248,0.8064516129032258,
216,HW372_01260,ECD_03330,100.0,133,0,0,1,133,1,133,6.24e-96,269.0,133,1.0,<=>
217,HW372_01265,ECD_03329,98.134,268,5,0,1,268,1,268,0.0,533.0,268,1.0,<=>
218,HW372_01270,ECD_03328,98.819,254,3,0,1,254,1,254,0.0,506.0,254,1.0,<=>
219,HW372_01275,ECD_03327,98.917,277,3,0,1,277,1,277,0.0,541.0,277,1.0,<=>
220,HW372_01280,ECD_03326,99.682,314,1,0,1,314,1,314,0.0,626.0,314,1.0,<=>
221,HW372_01285,ECD_03325,99.237,524,4,0,1,524,1,524,0.0,1076.0,524,1.0,<=>
222,HW372_01290,ECD_03324,98.462,195,3,0,1,195,1,195,2.91e-143,394.0,195,1.0,<=>
223,HW372_01295,ECD_03323,98.854,349,4,0,1,349,1,349,0.0,684.0,349,1.0,<=>
224,HW372_01300,ECD_03322,99.012,405,4,0,12,416,1,405,0.0,775.0,416,0.9735576923076923,<=>
225,HW372_01305,ECD_03321,98.919,185,2,0,1,185,1,185,9.83e-134,369.0,185,1.0,<=>
226,HW372_01310,ECD_03320,99.095,221,2,0,1,221,1,221,2.2e-160,439.0,221,1.0,<=>
227,HW372_01315,ECD_03319,100.0,81,0,0,1,81,1,81,1.2700000000000001e-57,168.0,81,1.0,<=>
228,HW372_01320,ECD_03318,97.951,732,15,0,1,732,1,732,0.0,1439.0,732,1.0,<=>
229,HW372_01325,ECD_03317,100.0,208,0,0,1,208,1,208,1.2e-147,406.0,208,1.0,<=>
230,HW372_01330,ECD_03316,100.0,119,0,0,1,119,1,119,6.51e-87,245.0,119,1.0,<=>
231,HW372_01335,ECD_03315,100.0,89,0,0,1,89,1,89,1.05e-60,176.0,89,1.0,<=>
232,HW372_01340,ECD_03314,98.99,198,2,0,1,198,1,198,1.3399999999999999e-147,405.0,198,1.0,<=>
233,HW372_01345,ECD_03313,98.193,498,9,0,1,498,1,498,0.0,961.0,498,1.0,<=>
234,HW372_01350,ECD_03312,99.55,222,1,0,1,222,1,222,4.759999999999999e-165,451.0,222,1.0,<=>
235,HW372_01355,ECD_03311,100.0,352,0,0,1,352,1,352,0.0,718.0,352,1.0,<=>
236,HW372_01360,ECD_03310,100.0,284,0,0,1,284,1,284,0.0,582.0,284,1.0,<=>
237,HW372_01365,ECD_03309,99.728,367,1,0,1,367,1,367,0.0,747.0,367,1.0,<=>
238,HW372_01370,ECD_03308,97.619,126,3,0,1,126,1,126,7.149999999999999e-90,253.0,127,0.9921259842519685,<=>
239,HW372_01375,ECD_03307,98.645,369,5,0,1,369,1,369,0.0,746.0,369,1.0,<=>
240,HW372_01380,ECD_03306,99.675,308,1,0,1,308,1,308,0.0,607.0,308,1.0,<=>
241,HW372_01385,ECD_03305,99.059,425,4,0,1,425,1,425,0.0,833.0,425,1.0,<=>
242,HW372_01390,ECD_03304,99.608,255,1,0,1,255,1,255,0.0,519.0,255,1.0,<=>
243,HW372_01395,ECD_03303,100.0,237,0,0,1,237,1,237,2.1e-178,486.0,237,1.0,<=>
244,HW372_01400,ECD_03302,99.315,438,3,0,1,438,1,438,0.0,904.0,438,1.0,<=>
245,HW372_01405,ECD_03301,99.322,295,2,0,1,295,1,295,0.0,582.0,295,1.0,<=>
246,HW372_01410,ECD_03300,99.288,281,2,0,1,281,1,281,0.0,558.0,281,1.0,<=>
247,HW372_01415,ECD_03299,97.191,356,10,0,1,356,1,356,0.0,706.0,356,1.0,<=>
248,HW372_01420,ECD_03298,97.166,247,7,0,1,247,1,247,0.0,496.0,247,1.0,<=>
249,HW372_01425,ECD_03297,98.63,146,2,0,1,146,1,146,1.89e-98,276.0,146,1.0,<=>
250,HW372_01430,ECD_03296,97.759,580,10,1,1,577,1,580,0.0,1161.0,577,1.0051993067590987,<=>
251,HW372_01435,ECD_03295,95.745,94,4,0,1,94,1,94,6.590000000000001e-66,190.0,94,1.0,<=>
252,HW372_01445,ECD_03294,96.933,163,5,0,2,164,1,163,1.87e-112,313.0,164,0.9939024390243902,<=>
253,HW372_01450,ECD_03293,94.643,392,21,0,1,392,1,392,0.0,744.0,392,1.0,<=>
