"sample","fastq_1","fastq_2","id","run_accession","experiment_accession","sample_accession","secondary_sample_accession","study_accession","secondary_study_accession","submission_accession","run_alias","experiment_alias","sample_alias","study_alias","library_layout","library_selection","library_source","library_strategy","library_name","instrument_model","instrument_platform","base_count","read_count","tax_id","scientific_name","sample_title","experiment_title","study_title","sample_description","fastq_md5","fastq_bytes","fastq_ftp","fastq_galaxy","fastq_aspera"
"SRX19845735","/seqFiles/fastq/SRX19845735_SRR24043837_1.fastq.gz","/seqFiles/fastq/SRX19845735_SRR24043837_2.fastq.gz","SRX19845735_SRR24043837","SRR24043837","SRX19845735","SAMN34042311","SRS17204827","PRJNA951434","SRP430509","SRA1614492","GSM7135956_r1","GSM7135956_r1","GSM7135956","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135956","Illumina NovaSeq 6000","ILLUMINA","2995047552","9917376","316435","Escherichia coli Nissle 1917","sample.30832361_EcN_NOTgate_BM3R1_IPTG = 0M, biol rep 1","Illumina NovaSeq 6000 sequencing: GSM7135956: sample.30832361_EcN_NOTgate_BM3R1_IPTG = 0M, biol rep 1 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832361_EcN_NOTgate_BM3R1_IPTG = 0M, biol rep 1","5498077a99c3a2cc3709325271214c7a;a7b6b6eaac7cd8485087c15611969ca3","491289346;502728575","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/037/SRR24043837/SRR24043837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/037/SRR24043837/SRR24043837_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/037/SRR24043837/SRR24043837_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/037/SRR24043837/SRR24043837_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/037/SRR24043837/SRR24043837_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/037/SRR24043837/SRR24043837_2.fastq.gz"
"SRX19845736","/seqFiles/fastq/SRX19845736_SRR24043836_1.fastq.gz","/seqFiles/fastq/SRX19845736_SRR24043836_2.fastq.gz","SRX19845736_SRR24043836","SRR24043836","SRX19845736","SAMN34042310","SRS17204828","PRJNA951434","SRP430509","SRA1614492","GSM7135957_r1","GSM7135957_r1","GSM7135957","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135957","Illumina NovaSeq 6000","ILLUMINA","1442597828","4776814","316435","Escherichia coli Nissle 1917","sample.30832362_EcN_NOTgate_AmtR_IPTG = 0M, biol rep 1","Illumina NovaSeq 6000 sequencing: GSM7135957: sample.30832362_EcN_NOTgate_AmtR_IPTG = 0M, biol rep 1 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832362_EcN_NOTgate_AmtR_IPTG = 0M, biol rep 1","7b7dd271dfcb0698a51f6b2e4dc9f9b2;cd69924485b0ea928b9322bb77e2b6d5","238217818;243120163","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/036/SRR24043836/SRR24043836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/036/SRR24043836/SRR24043836_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/036/SRR24043836/SRR24043836_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/036/SRR24043836/SRR24043836_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/036/SRR24043836/SRR24043836_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/036/SRR24043836/SRR24043836_2.fastq.gz"
"SRX19845737","/seqFiles/fastq/SRX19845737_SRR24043835_1.fastq.gz","/seqFiles/fastq/SRX19845737_SRR24043835_2.fastq.gz","SRX19845737_SRR24043835","SRR24043835","SRX19845737","SAMN34042309","SRS17204829","PRJNA951434","SRP430509","SRA1614492","GSM7135958_r1","GSM7135958_r1","GSM7135958","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135958","Illumina NovaSeq 6000","ILLUMINA","1968599080","6518540","316435","Escherichia coli Nissle 1917","sample.30832363_EcN_NOTgate_QacR_IPTG = 0M, biol rep 1","Illumina NovaSeq 6000 sequencing: GSM7135958: sample.30832363_EcN_NOTgate_QacR_IPTG = 0M, biol rep 1 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832363_EcN_NOTgate_QacR_IPTG = 0M, biol rep 1","034ce97493b2b174cf6cf0caab89590a;62bb1fd3b5ca47741c94daf50f507f00","316601874;324549522","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/035/SRR24043835/SRR24043835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/035/SRR24043835/SRR24043835_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/035/SRR24043835/SRR24043835_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/035/SRR24043835/SRR24043835_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/035/SRR24043835/SRR24043835_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/035/SRR24043835/SRR24043835_2.fastq.gz"
"SRX19845738","/seqFiles/fastq/SRX19845738_SRR24043834_1.fastq.gz","/seqFiles/fastq/SRX19845738_SRR24043834_2.fastq.gz","SRX19845738_SRR24043834","SRR24043834","SRX19845738","SAMN34042308","SRS17204830","PRJNA951434","SRP430509","SRA1614492","GSM7135959_r1","GSM7135959_r1","GSM7135959","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135959","Illumina NovaSeq 6000","ILLUMINA","958350492","3173346","316435","Escherichia coli Nissle 1917","sample.30832364_EcN_NOTgate_LitR_IPTG = 0M, biol rep 1","Illumina NovaSeq 6000 sequencing: GSM7135959: sample.30832364_EcN_NOTgate_LitR_IPTG = 0M, biol rep 1 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832364_EcN_NOTgate_LitR_IPTG = 0M, biol rep 1","0bfe25b6976671ac773087a9787c8d52;641d4a3dd7c0998b8928cf4461038dd0","157902852;161192005","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/034/SRR24043834/SRR24043834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/034/SRR24043834/SRR24043834_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/034/SRR24043834/SRR24043834_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/034/SRR24043834/SRR24043834_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/034/SRR24043834/SRR24043834_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/034/SRR24043834/SRR24043834_2.fastq.gz"
"SRX19845739","/seqFiles/fastq/SRX19845739_SRR24043833_1.fastq.gz","/seqFiles/fastq/SRX19845739_SRR24043833_2.fastq.gz","SRX19845739_SRR24043833","SRR24043833","SRX19845739","SAMN34042307","SRS17204831","PRJNA951434","SRP430509","SRA1614492","GSM7135960_r1","GSM7135960_r1","GSM7135960","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135960","Illumina NovaSeq 6000","ILLUMINA","1289720898","4270599","316435","Escherichia coli Nissle 1917","sample.30832365_EcN_NOTgate_AmeR_IPTG = 0M, biol rep 1","Illumina NovaSeq 6000 sequencing: GSM7135960: sample.30832365_EcN_NOTgate_AmeR_IPTG = 0M, biol rep 1 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832365_EcN_NOTgate_AmeR_IPTG = 0M, biol rep 1","6831bee6d42ca1ae1f1d67e89b20bef0;b86ae3df7551789723798d592e9532f0","221911635;226096423","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/033/SRR24043833/SRR24043833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/033/SRR24043833/SRR24043833_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/033/SRR24043833/SRR24043833_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/033/SRR24043833/SRR24043833_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/033/SRR24043833/SRR24043833_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/033/SRR24043833/SRR24043833_2.fastq.gz"
"SRX19845740","/seqFiles/fastq/SRX19845740_SRR24043832_1.fastq.gz","/seqFiles/fastq/SRX19845740_SRR24043832_2.fastq.gz","SRX19845740_SRR24043832","SRR24043832","SRX19845740","SAMN34042306","SRS17204832","PRJNA951434","SRP430509","SRA1614492","GSM7135961_r1","GSM7135961_r1","GSM7135961","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135961","Illumina NovaSeq 6000","ILLUMINA","3407932892","11284546","316435","Escherichia coli Nissle 1917","sample.30832366_EcN_NOTgate_IcaR_IPTG = 0M, biol rep 1","Illumina NovaSeq 6000 sequencing: GSM7135961: sample.30832366_EcN_NOTgate_IcaR_IPTG = 0M, biol rep 1 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832366_EcN_NOTgate_IcaR_IPTG = 0M, biol rep 1","2da43a4f5fcba8d525951744782d5f8a;26314ff4af869c6b7a9da93f63e434ab","541392601;557003157","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/032/SRR24043832/SRR24043832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/032/SRR24043832/SRR24043832_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/032/SRR24043832/SRR24043832_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/032/SRR24043832/SRR24043832_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/032/SRR24043832/SRR24043832_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/032/SRR24043832/SRR24043832_2.fastq.gz"
"SRX19845741","/seqFiles/fastq/SRX19845741_SRR24043831_1.fastq.gz","/seqFiles/fastq/SRX19845741_SRR24043831_2.fastq.gz","SRX19845741_SRR24043831","SRR24043831","SRX19845741","SAMN34042305","SRS17204833","PRJNA951434","SRP430509","SRA1614492","GSM7135962_r1","GSM7135962_r1","GSM7135962","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135962","Illumina NovaSeq 6000","ILLUMINA","1532616780","5074890","316435","Escherichia coli Nissle 1917","sample.30832367_EcN_NOTgate_BetI_IPTG = 0M, biol rep 1","Illumina NovaSeq 6000 sequencing: GSM7135962: sample.30832367_EcN_NOTgate_BetI_IPTG = 0M, biol rep 1 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832367_EcN_NOTgate_BetI_IPTG = 0M, biol rep 1","2d40ff12316dddcf7f7710203b077262;fcdfb326fb39bfcdfa77cdb6bb6e4da7","254758893;254496916","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/031/SRR24043831/SRR24043831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/031/SRR24043831/SRR24043831_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/031/SRR24043831/SRR24043831_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/031/SRR24043831/SRR24043831_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/031/SRR24043831/SRR24043831_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/031/SRR24043831/SRR24043831_2.fastq.gz"
"SRX19845742","/seqFiles/fastq/SRX19845742_SRR24043830_1.fastq.gz","/seqFiles/fastq/SRX19845742_SRR24043830_2.fastq.gz","SRX19845742_SRR24043830","SRR24043830","SRX19845742","SAMN34042304","SRS17204834","PRJNA951434","SRP430509","SRA1614492","GSM7135963_r1","GSM7135963_r1","GSM7135963","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135963","Illumina NovaSeq 6000","ILLUMINA","731924784","2423592","316435","Escherichia coli Nissle 1917","sample.30832368_EcN_NOTgate_PhlF_IPTG = 0M, biol rep 1","Illumina NovaSeq 6000 sequencing: GSM7135963: sample.30832368_EcN_NOTgate_PhlF_IPTG = 0M, biol rep 1 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832368_EcN_NOTgate_PhlF_IPTG = 0M, biol rep 1","c2497395713736e098f564f2e89c9ded;c2ae252ad93cb7306cd581e8bbf606cc","114115282;117715528","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/030/SRR24043830/SRR24043830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/030/SRR24043830/SRR24043830_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/030/SRR24043830/SRR24043830_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/030/SRR24043830/SRR24043830_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/030/SRR24043830/SRR24043830_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/030/SRR24043830/SRR24043830_2.fastq.gz"
"SRX19845743","/seqFiles/fastq/SRX19845743_SRR24043829_1.fastq.gz","/seqFiles/fastq/SRX19845743_SRR24043829_2.fastq.gz","SRX19845743_SRR24043829","SRR24043829","SRX19845743","SAMN34042303","SRS17204835","PRJNA951434","SRP430509","SRA1614492","GSM7135964_r1","GSM7135964_r1","GSM7135964","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135964","Illumina NovaSeq 6000","ILLUMINA","2620787710","8678105","316435","Escherichia coli Nissle 1917","sample.30832369_Escherichia_coli_Nissle_WT_IPTG = 0M, biol rep 2","Illumina NovaSeq 6000 sequencing: GSM7135964: sample.30832369_Escherichia_coli_Nissle_WT_IPTG = 0M, biol rep 2 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832369_Escherichia_coli_Nissle_WT_IPTG = 0M, biol rep 2","71421c92bebd0b235e952f71c0de494f;cee2c0f776d9e056058387fb690c8c85","435944657;447491620","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/029/SRR24043829/SRR24043829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/029/SRR24043829/SRR24043829_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/029/SRR24043829/SRR24043829_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/029/SRR24043829/SRR24043829_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/029/SRR24043829/SRR24043829_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/029/SRR24043829/SRR24043829_2.fastq.gz"
"SRX19845744","/seqFiles/fastq/SRX19845744_SRR24043828_1.fastq.gz","/seqFiles/fastq/SRX19845744_SRR24043828_2.fastq.gz","SRX19845744_SRR24043828","SRR24043828","SRX19845744","SAMN34042302","SRS17204836","PRJNA951434","SRP430509","SRA1614492","GSM7135965_r1","GSM7135965_r1","GSM7135965","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135965","Illumina NovaSeq 6000","ILLUMINA","524118886","1735493","316435","Escherichia coli Nissle 1917","sample.30832370_EcN_SensorArrayOnly_IPTG = 0M, biol rep 2","Illumina NovaSeq 6000 sequencing: GSM7135965: sample.30832370_EcN_SensorArrayOnly_IPTG = 0M, biol rep 2 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832370_EcN_SensorArrayOnly_IPTG = 0M, biol rep 2","cada928481227ce191671a51f0d28e92;73cf8624f3560d0c26d8793629d8bd53","87488357;88322118","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/028/SRR24043828/SRR24043828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/028/SRR24043828/SRR24043828_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/028/SRR24043828/SRR24043828_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/028/SRR24043828/SRR24043828_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/028/SRR24043828/SRR24043828_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/028/SRR24043828/SRR24043828_2.fastq.gz"
"SRX19845745","/seqFiles/fastq/SRX19845745_SRR24043827_1.fastq.gz","/seqFiles/fastq/SRX19845745_SRR24043827_2.fastq.gz","SRX19845745_SRR24043827","SRR24043827","SRX19845745","SAMN34042301","SRS17204837","PRJNA951434","SRP430509","SRA1614492","GSM7135966_r1","GSM7135966_r1","GSM7135966","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135966","Illumina NovaSeq 6000","ILLUMINA","2897291964","9593682","316435","Escherichia coli Nissle 1917","sample.30832371_EcN_NOTgate_PsrA_IPTG = 0M, biol rep 2","Illumina NovaSeq 6000 sequencing: GSM7135966: sample.30832371_EcN_NOTgate_PsrA_IPTG = 0M, biol rep 2 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832371_EcN_NOTgate_PsrA_IPTG = 0M, biol rep 2","1b9d598ee300bfb12395429167577d36;42be4bba6bc1ddaa27c4bd44c056f77c","470876821;478759845","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/027/SRR24043827/SRR24043827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/027/SRR24043827/SRR24043827_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/027/SRR24043827/SRR24043827_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/027/SRR24043827/SRR24043827_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/027/SRR24043827/SRR24043827_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/027/SRR24043827/SRR24043827_2.fastq.gz"
"SRX19845746","/seqFiles/fastq/SRX19845746_SRR24043826_1.fastq.gz","/seqFiles/fastq/SRX19845746_SRR24043826_2.fastq.gz","SRX19845746_SRR24043826","SRR24043826","SRX19845746","SAMN34042300","SRS17204838","PRJNA951434","SRP430509","SRA1614492","GSM7135967_r1","GSM7135967_r1","GSM7135967","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135967","Illumina NovaSeq 6000","ILLUMINA","4605911626","15251363","316435","Escherichia coli Nissle 1917","sample.30832372_EcN_NOTgate_HlyIIR_IPTG = 0M, biol rep 2","Illumina NovaSeq 6000 sequencing: GSM7135967: sample.30832372_EcN_NOTgate_HlyIIR_IPTG = 0M, biol rep 2 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832372_EcN_NOTgate_HlyIIR_IPTG = 0M, biol rep 2","ac81c56710522a6fe20455220114dfcf;73d44658b32bbd7ec9a21dbcc6fdd3f7","783681922;795370650","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/026/SRR24043826/SRR24043826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/026/SRR24043826/SRR24043826_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/026/SRR24043826/SRR24043826_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/026/SRR24043826/SRR24043826_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/026/SRR24043826/SRR24043826_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/026/SRR24043826/SRR24043826_2.fastq.gz"
"SRX19845747","/seqFiles/fastq/SRX19845747_SRR24043825_1.fastq.gz","/seqFiles/fastq/SRX19845747_SRR24043825_2.fastq.gz","SRX19845747_SRR24043825","SRR24043825","SRX19845747","SAMN34042299","SRS17204839","PRJNA951434","SRP430509","SRA1614492","GSM7135968_r1","GSM7135968_r1","GSM7135968","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135968","Illumina NovaSeq 6000","ILLUMINA","3131650004","10369702","316435","Escherichia coli Nissle 1917","sample.30832373_EcN_NOTgate_BM3R1_IPTG = 0M, biol rep 2","Illumina NovaSeq 6000 sequencing: GSM7135968: sample.30832373_EcN_NOTgate_BM3R1_IPTG = 0M, biol rep 2 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832373_EcN_NOTgate_BM3R1_IPTG = 0M, biol rep 2","850e4e71cd5e627fae50828d982896f3;f783da791f7ad905e6dbedb187a9ab2a","503307334;516099541","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/025/SRR24043825/SRR24043825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/025/SRR24043825/SRR24043825_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/025/SRR24043825/SRR24043825_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/025/SRR24043825/SRR24043825_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/025/SRR24043825/SRR24043825_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/025/SRR24043825/SRR24043825_2.fastq.gz"
"SRX19845748","/seqFiles/fastq/SRX19845748_SRR24043824_1.fastq.gz","/seqFiles/fastq/SRX19845748_SRR24043824_2.fastq.gz","SRX19845748_SRR24043824","SRR24043824","SRX19845748","SAMN34042298","SRS17204840","PRJNA951434","SRP430509","SRA1614492","GSM7135969_r1","GSM7135969_r1","GSM7135969","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135969","Illumina NovaSeq 6000","ILLUMINA","10133064286","33553193","316435","Escherichia coli Nissle 1917","sample.30832374_EcN_NOTgate_AmtR_IPTG = 0M, biol rep 2","Illumina NovaSeq 6000 sequencing: GSM7135969: sample.30832374_EcN_NOTgate_AmtR_IPTG = 0M, biol rep 2 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832374_EcN_NOTgate_AmtR_IPTG = 0M, biol rep 2","3fb9e4190996b945b9f0a5f66a19e1ac;ec11c18d5d4de7c545c75be7fb21a83a","1648441418;1665526232","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/024/SRR24043824/SRR24043824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/024/SRR24043824/SRR24043824_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/024/SRR24043824/SRR24043824_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/024/SRR24043824/SRR24043824_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/024/SRR24043824/SRR24043824_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/024/SRR24043824/SRR24043824_2.fastq.gz"
"SRX19845749","/seqFiles/fastq/SRX19845749_SRR24043823_1.fastq.gz","/seqFiles/fastq/SRX19845749_SRR24043823_2.fastq.gz","SRX19845749_SRR24043823","SRR24043823","SRX19845749","SAMN34042297","SRS17204841","PRJNA951434","SRP430509","SRA1614492","GSM7135970_r1","GSM7135970_r1","GSM7135970","GSE228761","PAIRED","cDNA","TRANSCRIPTOMIC","RNA-Seq","GSM7135970","Illumina NovaSeq 6000","ILLUMINA","3413020384","11301392","316435","Escherichia coli Nissle 1917","sample.30832375_EcN_NOTgate_QacR_IPTG = 0M, biol rep 2","Illumina NovaSeq 6000 sequencing: GSM7135970: sample.30832375_EcN_NOTgate_QacR_IPTG = 0M, biol rep 2 Escherichia coli Nissle 1917 RNA-Seq","Redesign of an Escherichia coli Nissle treatment for phenylketonuria using insulated genomic landing pads and genetic circuits to reduce burden","sample.30832375_EcN_NOTgate_QacR_IPTG = 0M, biol rep 2","7d9eac60da6c161466d7bc60cad5a726;406ee4bd058419bff79e30b85aa50ce9","551057489;563081004","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/023/SRR24043823/SRR24043823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/023/SRR24043823/SRR24043823_2.fastq.gz","ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/023/SRR24043823/SRR24043823_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/SRR240/023/SRR24043823/SRR24043823_2.fastq.gz","fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/023/SRR24043823/SRR24043823_1.fastq.gz;fasp.sra.ebi.ac.uk:/vol1/fastq/SRR240/023/SRR24043823/SRR24043823_2.fastq.gz"
